Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Meganium #18,$58.45,$308.38,"$3,475.00",https://storage.googleapis.com/images.pricecharting.com/44ae66eaa79513cd8569625db474391b46db9d66c5c179227217b522752ab246/60.jpg
Squirtle [Reverse Holo] #132,$115.31,$410.55,$450.00,https://storage.googleapis.com/images.pricecharting.com/0c143cc02363af9c6d20f58f9f4c746883827366631d091eaa81699173457757/60.jpg
Magby #17,$61.61,$254.65,"$9,167.31",https://storage.googleapis.com/images.pricecharting.com/15b28dac8e395ed8c2852ccbff42ca790ce0188574ce4d827101e8789d135fa6/60.jpg
Clefairy #101,$3.98,$20.75,$71.35,https://storage.googleapis.com/images.pricecharting.com/5d6769c9f3f6b91087947ca98d9f593a65cbf36c2c5ab622fe4de093ae1156d0/60.jpg
Dragonite [Reverse Holo] #43,$168.45,$337.52,"$2,499.99",https://storage.googleapis.com/images.pricecharting.com/db08d97a3567bfed392ac9ccf07d30c168f0f69595045409dae389c3a0a21126/60.jpg
Venusaur #67,$23.32,$59.19,$197.50,https://storage.googleapis.com/images.pricecharting.com/4172f2085db38737231dc24f47e8efbd7ee319b8079799761cefdbd5d40a4ce8/60.jpg
Charmeleon #73,$23.99,$51.09,$179.75,https://storage.googleapis.com/images.pricecharting.com/4f07aba6eb194a31fe8403af5ec9af1dfc6a42d98ffbab72227991f8014b9791/60.jpg
Pikachu [Reverse Holo] #124,$54.97,$277.32,"$3,162.98",https://storage.googleapis.com/images.pricecharting.com/381e7176b16bf05c201236c88ff5ee1b71e4b1e87801bdc1566626463c1d91e6/60.jpg
Alakazam [Reverse Holo] #1,$92.50,$142.32,"$1,550.00",https://storage.googleapis.com/images.pricecharting.com/4369184d7d8d05c0c3a21e7f9720a59c7ced27ab1c6c421a257ab3b4bba68236/60.jpg
Arbok #3,$42.94,$181.38,$498.08,https://storage.googleapis.com/images.pricecharting.com/289a6e17cbbbbfcd3eabf57dca21712488b81c4d275e40f090eed4fcc04a8d58/60.jpg
Kingler #15,$44.48,$171.75,$625.28,https://storage.googleapis.com/images.pricecharting.com/61acaa76baa180362bbe30fc7538aad4dd6a8af52a5945f98061237724c6e44f/60.jpg
Chansey #72,$5.50,$28.90,$60.00,https://storage.googleapis.com/images.pricecharting.com/b3b39d3695a7e959665ed2c8f685e2f2c7aafa8254ccce8680e47a39241c2bdc/60.jpg
Golem #14,$41.33,$167.50,"$1,156.00",https://storage.googleapis.com/images.pricecharting.com/0c1396137bb20250e43c058f553c9e85d61829c21392600fd9b0dc32ecb58a96/60.jpg
Dugtrio #10 /20,$37.46,$124.11,"$3,881.11",https://storage.googleapis.com/images.pricecharting.com/dfeeea24a8630fad5870a04f034f602a946a27521b798248d94325141037e944/60.jpg
Vileplume #31,$33.07,$160.39,$694.68,https://storage.googleapis.com/images.pricecharting.com/35451c6f3adf434b5894ed4283093649bb9b86a26316528a26e2ad007c70a0ec/60.jpg
Magikarp [Reverse Holo] #118,$74.47,$249.95,$765.00,https://storage.googleapis.com/images.pricecharting.com/7ecbea6b186587b3099b3a72a84ac20421da79c4d92f9719a5e941706a96e14f/60.jpg
Booster Pack,"$1,217.50",$590.73,"$1,300.14",https://storage.googleapis.com/images.pricecharting.com/267f16f082a31fdc31fbae4dfc6a6788c482eb88a4c05b894f7f82dca668e36d/60.jpg
