Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Ledyba #71,$1.99,$13.00,$25.99,https://storage.googleapis.com/images.pricecharting.com/e4fdd5ce3e37c8fee3e6b928d72e406d31e335cdf086cc8c905f82829f0d0334/60.jpg
Dark Ariados #17,$6.49,$25.94,$45.00,https://storage.googleapis.com/images.pricecharting.com/63ce19bc0c3387960f28e668fbe91146b12076f230b646afb177a8e06ee8f7d5/60.jpg
Scyther #55,$5.39,$23.51,$91.82,https://storage.googleapis.com/images.pricecharting.com/1cb1c78671da06935d013016ff3ad775b1c8054f39b5200d7479f6f7797f27e4/60.jpg
Larvitar #70,$2.64,$10.50,$131.61,https://storage.googleapis.com/images.pricecharting.com/d2a8f8d546f04394d0779961807c50cb2440a6aa8dbbfe4f20b2a7d1c478aaaf/60.jpg
Booster Box [1st Edition],,,,https://storage.googleapis.com/images.pricecharting.com/52b6f5756613dc44991c22551822f2b7bea3341bf30bc599a22bee38077f6659/60.jpg
Heracross #41,$4.99,$34.34,$88.00,https://storage.googleapis.com/images.pricecharting.com/3f767f94e9205b97a8e60796ded08de12a56ae929b8c95cff30f006ecfca5498/60.jpg
Slugma #82,$1.15,$14.00,$24.12,https://storage.googleapis.com/images.pricecharting.com/d1613708c7c496959ab831a98a8b951e10297eb811a932cd3f18668dd3835ef4/60.jpg
Vulpix [1st Edition] #91,$8.80,$40.00,$182.50,https://storage.googleapis.com/images.pricecharting.com/5d7559c753991c39eecb5c82b5bbd3e55d2b011bbd352c88379e3fc802698b28/60.jpg
Unown V #89,$2.23,$18.83,$65.50,https://storage.googleapis.com/images.pricecharting.com/b9c6e9117997b488b757445f2e3ce8a2b18ed18fe4c4e17e253fc9a9775c33d3/60.jpg
Mantine #74,$1.65,$19.38,$30.12,https://storage.googleapis.com/images.pricecharting.com/874a3f437e4aa122a274fe95d349da90931202729b2d21bc98cf337579083051/60.jpg
Phanpy #76,$1.82,$19.61,$36.93,https://storage.googleapis.com/images.pricecharting.com/4399ebdc8debdd4bdd737ea9a96904548cee34030d532d88cf98628f0954f874/60.jpg
Porygon [1st Edition] #78,$5.50,$26.25,$110.93,https://storage.googleapis.com/images.pricecharting.com/fffe919f00c64d3237cf6c45baeef69aff6a6bd5cdcc4ad9342805bb993a6a76/60.jpg
Dark Pupitar #38,$4.06,$20.00,$29.00,https://storage.googleapis.com/images.pricecharting.com/44e765f881925a8a5cda66e4fec45143640d0289fbd155fc69190fae720f5e40/60.jpg
Dark Ursaring [1st Edition] #21,$28.17,$40.50,$235.00,https://storage.googleapis.com/images.pricecharting.com/8b53e4393c2d4579b152173792e39693d795a4e2ca451172185f6e9f5bdf1153/60.jpg
Lucky Stadium #100,$4.91,$29.75,$49.49,https://storage.googleapis.com/images.pricecharting.com/30c43b5d5769257e6d74423830376951b60f82841ac3029c3175b2dfe7e7429e/60.jpg
Broken Ground Gym #92,$14.48,$19.99,$74.50,https://storage.googleapis.com/images.pricecharting.com/a44c91557d892f677bbc99831d88f98832ba035077ccce4cabb97c3bf651f908/60.jpg
Light Lanturn #23,$5.99,$21.21,$41.24,https://storage.googleapis.com/images.pricecharting.com/8e114a85eb352c0750c27cc5e6c40db70428e9d34a51dda14a14490103e8a2c5/60.jpg
