Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Abra,Abra #67,$1.89,$35.15,$156.17,https://storage.googleapis.com/images.pricecharting.com/cb232ee1c28105643215ddbdf109bde2f23b49ea9bdcf4bda28a5a292e9eebca/60.jpg
Challenge,Challenge [Reverse Holo] #106,$81.94,"$1,425.00","$2,773.39",https://storage.googleapis.com/images.pricecharting.com/0377d3409fae03b4633169c8a459e81a26609f7ac619c2b8cf248e562e144420/60.jpg
Challenge,Challenge #106,$2.63,$114.00,$137.00,https://storage.googleapis.com/images.pricecharting.com/d290d4b3e482e64b31fe22638df61532941f81a2dd11c1b882b074cd77a8e6ff/60.jpg
Hypno,Hypno [Reverse Holo] #25,$81.60,$264.21,$730.68,https://storage.googleapis.com/images.pricecharting.com/3dcae073afbd5627aa86afc0cce25d032a29d2fdee63f30f8be03fc56f60fcfe/60.jpg
Hypno,Hypno #25,$5.01,$36.03,$126.25,https://storage.googleapis.com/images.pricecharting.com/f6bc424c27befbceec3d342f971bc1cfd8d76740b7b6dcfa3fc62e4297e96b5f/60.jpg
Sandslash,Sandslash [Reverse Holo] #62,$81.24,$150.44,"$2,747.23",https://storage.googleapis.com/images.pricecharting.com/f0108c21bdcf0983f311dd213374057a6eed66ad3a41e81814f2315c06b70ce9/60.jpg
Sandslash,Sandslash #62,$1.33,$86.00,$103.00,https://storage.googleapis.com/images.pricecharting.com/f1fc3d00840f07ab184fb34ffd4791af3be9d17588716f48838fb3047d8661a0/60.jpg
Dark Persian,Dark Persian [Reverse Holo] #6,$81.12,$276.67,$780.00,https://storage.googleapis.com/images.pricecharting.com/5d55cf2aaa0269d88d9250bf5446f3f6fa000afdab2c516d75e9293fa63d5c74/60.jpg
Dark Persian,Dark Persian #6,$17.50,$117.08,$495.72,https://storage.googleapis.com/images.pricecharting.com/ff13b43b7d6db0c7d8d8dfd756ae9df7725ad7431430a48638730af5c89a5f71/60.jpg
Dewgong,Dewgong [Reverse Holo] #40,$79.03,$220.36,$740.83,https://storage.googleapis.com/images.pricecharting.com/9cc682a678093a9203736a4c51e00c1f14fe4b17286c18f9695a33dac4028be1/60.jpg
Dewgong,Dewgong #40,$2.49,$97.00,$116.00,https://storage.googleapis.com/images.pricecharting.com/ba5a66986f75d2c22839a95bf51934d38a3ea391d65364451220b7685fa053ef/60.jpg
Golem,Golem [Reverse Holo] #24,$78.41,$254.18,$538.05,https://storage.googleapis.com/images.pricecharting.com/43a0ce5769f3dcd9e32bc9e11c8a2b82119db9d713dd229ffe47c2604278c990/60.jpg
Golem,Golem #24,$3.98,$40.00,$62.51,https://storage.googleapis.com/images.pricecharting.com/73bbaa5c63abedeaa4cf2d511520f32eb42dcfa8b6c690f8a19fbfe9a91291e1/60.jpg
Exeggutor,Exeggutor [Reverse Holo] #23,$77.50,$200.00,"$1,136.00",https://storage.googleapis.com/images.pricecharting.com/bc7c1b870bbee8cb2a92284e81ec37289f5198dad2bb05d819b89fe86445c749/60.jpg
Exeggutor,Exeggutor #23,$4.03,$66.00,$70.00,https://storage.googleapis.com/images.pricecharting.com/ad8954644b7453e859f9de20396645146b14c56a0f3459b03dd1a87c6a55fe21/60.jpg
Beedrill,Beedrill [Reverse Holo] #20,$76.50,$214.68,$869.99,https://storage.googleapis.com/images.pricecharting.com/47395657c87f1d106ec6ef1bac2198023a544c11a3e85d58cf386304c04ee0e6/60.jpg
Beedrill,Beedrill #20,$4.42,$62.00,$68.85,https://storage.googleapis.com/images.pricecharting.com/6393d5833bbaabb4a1bab673a8c87d3acdfd2f4e918107b89a2046810c774d1c/60.jpg
Golduck,Golduck [Reverse Holo] #43,$76.49,$363.09,$438.87,https://storage.googleapis.com/images.pricecharting.com/0ed9cd5ece0ada19fb70be3eef60213ae1205b123303e106eed550e43c3d3ce6/60.jpg
Pidgeotto,Pidgeotto [Reverse Holo] #34,$76.49,$199.00,$657.50,https://storage.googleapis.com/images.pricecharting.com/e920a319109be4cb1db38f44a25c206e646d55d6726ff6fe1febf57d56f34255/60.jpg
Pidgeotto,Pidgeotto #34,$5.66,$72.00,$86.00,https://storage.googleapis.com/images.pricecharting.com/23b322724da567daa79b85080d53aeb98d6c5f2a060c47cd4319f12c203f7b97/60.jpg
Golduck,Golduck #43,$2.99,$121.00,$145.00,https://storage.googleapis.com/images.pricecharting.com/825bf69e594a7f620fff103a0db9a46dd53c937823d145b4daaca4d29ad3ab95/60.jpg
Jynx,Jynx [Reverse Holo] #26,$76.20,$167.50,$586.11,https://storage.googleapis.com/images.pricecharting.com/3f46691648f809190ba16f8fc5dc17e31d37b33412b5561ff4483a7b98a0d024/60.jpg
Jynx,Jynx #26,$6.00,$21.50,$149.99,https://storage.googleapis.com/images.pricecharting.com/a19edcf52924358b5ce36a14dedd5f769b1fe853852b86dd25bcac44aed8aee1/60.jpg
