Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Oddish #157,$2.59,$13.76,$41.31,https://storage.googleapis.com/images.pricecharting.com/cre6mkcofum7nxbm/60.jpg
Kadabra #161,$5.79,$18.86,$56.66,https://storage.googleapis.com/images.pricecharting.com/lc5fbmvcuw36mkwq/60.jpg
Metapod [Master Ball] #11,,,,https://storage.googleapis.com/images.pricecharting.com/fedh6rauzju5suib/60.jpg
Pidgeotto [Master Ball] #17,,,,https://storage.googleapis.com/images.pricecharting.com/7h6q2qowyuqzmsbe/60.jpg
Spearow [Master Ball] #21,,,,https://storage.googleapis.com/images.pricecharting.com/dk67225oqmlj72ps/60.jpg
Nidorina [Master Ball] #30,,,,https://storage.googleapis.com/images.pricecharting.com/qh2764d3d37mzk2g/60.jpg
Zubat #41,,,,https://storage.googleapis.com/images.pricecharting.com/ug3heprup53j5b2v/60.jpg
Oddish [Master Ball] #43,,,,https://storage.googleapis.com/images.pricecharting.com/qxuqzfhu4ncgeufk/60.jpg
Venonat [Reverse] #48,$0.50,,,https://storage.googleapis.com/images.pricecharting.com/7pst2uliyuzl5wi2/60.jpg
Psyduck [Reverse] #54,$2.00,$12.91,$38.77,https://storage.googleapis.com/images.pricecharting.com/c5hdgv2qzwberjjy/60.jpg
Poliwhirl #61,$7.50,,,https://storage.googleapis.com/images.pricecharting.com/v2kuf2tz7gcjwgo2/60.jpg
Bellsprout [Master Ball] #69,,,,https://storage.googleapis.com/images.pricecharting.com/n7iqam6dkorueulm/60.jpg
Graveler [Master Ball] #75,,,,https://storage.googleapis.com/images.pricecharting.com/dtahhg4htnhtksko/60.jpg
Ponyta [Master Ball] #77,,,,https://storage.googleapis.com/images.pricecharting.com/eifmv66yeobg4o7v/60.jpg
Slowpoke [Master Ball] #79,,,,https://storage.googleapis.com/images.pricecharting.com/oboynszam2a2dpi3/60.jpg
Farfetch'd #83,$2.64,,,https://storage.googleapis.com/images.pricecharting.com/6e6iprveastsb5us/60.jpg
Dewgong #87,$1.00,,,https://storage.googleapis.com/images.pricecharting.com/hczsoelgkbxcp2bi/60.jpg
Haunter [Master Ball] #93,,,,https://storage.googleapis.com/images.pricecharting.com/or4y7kpaenvu6qwj/60.jpg
Hypno #97,$3.47,$13.27,$39.81,https://storage.googleapis.com/images.pricecharting.com/4pbzi3k5tfb42bso/60.jpg
Hitmonlee [Master Ball] #106,,,,https://storage.googleapis.com/images.pricecharting.com/y4fzlt2p4odsz4yr/60.jpg
Koffing #109,$1.99,$12.90,$38.72,https://storage.googleapis.com/images.pricecharting.com/wqxk2zbfgd337gey/60.jpg
Weezing [Master Ball] #110,,,,https://storage.googleapis.com/images.pricecharting.com/k73hbg6abygr6bpj/60.jpg
