Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Hitmonchan #81,$17.20,$27.61,$190.06,https://storage.googleapis.com/images.pricecharting.com/6440f16644bcc26f6fddfaf6a2b43e655ef1165ce560254175c9cff2b6cc9005/60.jpg
Miltank #94,$4.45,$53.80,$63.00,https://storage.googleapis.com/images.pricecharting.com/6fe631cc8f2f7cc2754f37e8053cef3e048c1df5c4120407bf97f61f43c4f5de/60.jpg
Pokemon Park #131,$12.78,$30.00,$47.33,https://storage.googleapis.com/images.pricecharting.com/e50a99f1cc9b883a55428952bf2f000a327d262eb9d542cdbc3b69a67ca36f45/60.jpg
Mr. Mime #95a,$6.86,$34.00,$158.11,https://storage.googleapis.com/images.pricecharting.com/251fb3c3ee43f0629ac8a28711f83204d07a33281ebf653793f92f6c2086915e/60.jpg
Blissey #6,$5.13,$30.00,$95.60,https://storage.googleapis.com/images.pricecharting.com/fe2814370c4761b78830a9469411928baf3fddb126aa8b8ef2355ae4c081a7f6/60.jpg
Houndour #87,$4.99,$29.00,$101.39,https://storage.googleapis.com/images.pricecharting.com/5ec95a2230ad45972e984ac7d984d8d244bfa62ea839fc091e7de2cfa522cd0d/60.jpg
Mr. Mime [Reverse Holo] #95,$8.01,$27.00,,https://storage.googleapis.com/images.pricecharting.com/3aaa1a40d0b6e5dab2056277145e377ccebda41f2a2d6285379689fc1612028f/60.jpg
Ninetales [Reverse Holo] #25,$22.78,$110.00,$250.50,https://storage.googleapis.com/images.pricecharting.com/5xmvr3tjfr63453l/60.jpg
Espeon [Box Topper] #6,$168.17,$339.50,"$2,031.23",https://storage.googleapis.com/images.pricecharting.com/f28516eefd5e26eb75c4e1e47668f82e497df9d99dea55c9c3df4f2c6b7a38ca/60.jpg
Pokemon Fan Club #130,$5.73,$18.61,$94.97,https://storage.googleapis.com/images.pricecharting.com/b82543d0f9654b54d028e435228a43dbafb5552d7a593ebdf40db122bab1ce8e/60.jpg
Slowking [Reverse Holo] #34,$41.82,$72.00,$935.53,https://storage.googleapis.com/images.pricecharting.com/yfiqbevawmjtm5pr/60.jpg
Growlithe #51,$31.30,$51.00,$160.00,https://storage.googleapis.com/images.pricecharting.com/43190de168f55b7e95e0bf8b5ea9fc2c3b60c3e12254f8e39b9e1d64d44824de/60.jpg
Drowzee [Reverse Holo] #74,$13.25,$68.24,$69.00,https://storage.googleapis.com/images.pricecharting.com/zphswcm43tpq2c73/60.jpg
Slowbro [Reverse Holo] #33,$63.19,$135.20,$143.86,https://storage.googleapis.com/images.pricecharting.com/dd8b5bf97cc751ac7b9505f21054e6253f54d3de3f7daea250ba8dc0853e101e/60.jpg
