Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Seadra,Seadra #22,$1.99,$38.88,$97.83,https://storage.googleapis.com/images.pricecharting.com/9a9cf6ec4b9dfc242b0a4d7920322c0d362de1407b2c2107a4c3e686bf8341fb/60.jpg
Seadra,Seadra #37,$1.25,$23.41,$68.59,https://storage.googleapis.com/images.pricecharting.com/a88feee0e2e5e86be03743f9677c5c04640a1f8820d460a8430d51801fec4377/60.jpg
Vulpix,Vulpix [Reverse Holo] #70,$16.50,$39.99,$135.06,https://storage.googleapis.com/images.pricecharting.com/ae9b85fe84c8b7f03fdbb9223c70db6359f4d8818cd0c54b89c4827b5ab95012/60.jpg
Vulpix,Vulpix #70,$3.49,$36.29,$87.93,https://storage.googleapis.com/images.pricecharting.com/e612429624c1d0fc8e8f5eb35cd1e5be6d511af1c175e4757f9820918f65bcf5/60.jpg
Elekid,Elekid [Reverse Holo] #48,$16.41,$30.75,$872.54,https://storage.googleapis.com/images.pricecharting.com/a7f5259fdf09d3a281acff0df65af8e51220becb74a23ab306d161dfc5c9d658/60.jpg
Elekid,Elekid #48,$1.43,$13.50,$53.50,https://storage.googleapis.com/images.pricecharting.com/585458d35c7c8d387594236b0cf7cf49c13ac6521d1e3608ffbd2ddc946e4de1/60.jpg
Ekans,Ekans [Reverse Holo] #47,$16.17,$47.50,$62.09,https://storage.googleapis.com/images.pricecharting.com/0cebd192fbda9807131d4b4ff7a5a322dca1e64d17c611e930259f2ea549110c/60.jpg
Ekans,Ekans #47,$2.69,$43.51,$170.00,https://storage.googleapis.com/images.pricecharting.com/30a41fdb9086cba651cd1b03b71aa3a8fb31136ce2f6d05b7804556cf1630696/60.jpg
Gligar,Gligar [Reverse Holo] #16,$15.80,$52.00,$127.75,https://storage.googleapis.com/images.pricecharting.com/bce1573a6900355db37f013a2aac28a70220fe7cbc2d12629ea060ddafe0a8df/60.jpg
Gligar,Gligar #16,$2.02,$19.59,$45.00,https://storage.googleapis.com/images.pricecharting.com/64fe7ab1d8860beb6ef2069cec5633a506fc8cc49ab073111d4a50ed0c979eea/60.jpg
